"","X","Stay.at.Home.Order","Mandatory.Quarantine.for.Travelers","Non.Essential.Business.Closures","Large.Gatherings.Ban","School.Closures","Restaurant.Limits","Primary.Election.Postponement","Version","Face.Covering.Requirement"
"887","Pennsylvania","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_15","Required for General Public"
"888","Rhode Island","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_15","Required for General Public"
"889","South Carolina","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_15","Allows Local Officals to Require for General Public"
"890","South Dakota","-","-","-","Lifted",NA,"-","-","2020_07_15","-"
"891","Tennessee","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_15","Allows Local Officals to Require for General Public"
"892","Texas","Lifted","Lifted","New Business Closures or Limits","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_15","Required for General Public"
"893","Utah","Lifted","Lifted","-","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_15","Required for Certain Employees"
"894","Vermont","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_15","Required for Certain Employees"
"895","Virginia","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_15","Required for General Public"
"896","Washington","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","Other",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_15","Required for General Public"
"897","West Virginia","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_15","Required for General Public"
"898","Wisconsin","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_15","-"
"899","Wyoming","-","Lifted","-","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service ","-","2020_07_15","Required for Certain Employees"
"902","Alabama","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_16","Required for General Public"
"903","Alaska","Lifted","All Travelers","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service ","-","2020_07_16","Required for Certain Employees"
"904","Arizona","Lifted","Lifted","New Business Closures or Limits","New Limit on Large Gatherings in Place",NA,"New Capacity Limits","-","2020_07_16","Required for Certain Employees;
Allows Local Officials to Require for General Public"
"905","Arkansas","-","Lifted","-","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","Required for Certain Employees;
Allows Local Officials to Require for General Public"
"906","California","Statewide","-","New Business Closures or Limits","All Gatherings Prohibited",NA,"Newly Closed to Dine-in Service","-","2020_07_16","Required for General Public"
"907","Colorado","Rolled Back to High Risk Groups","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","Required for Certain Employees"
"908","Connecticut","Lifted","From Certain States (New)","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_16","Required for General Public"
"909","Delaware","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_16","Required for General Public"
"910","District of Columbia","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","Required for General Public"
"911","Florida","Lifted","From Certain States","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","Required for Certain Employees"
"912","Georgia","Rolled Back to High Risk Groups","-","All Non-Essential Businesses Permitted to Reopen ","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service ","Postponed","2020_07_16","Required for Certain Employees"
"913","Hawaii","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_16","Required for General Public"
"914","Idaho","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","-"
"915","Illinois","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","Required for General Public"
"916","Indiana","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_16","Required for Certain Employees"
"917","Iowa","-","-","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_16","Allows Local Officals to Require for General Public"
"918","Kansas","Lifted","From Certain States","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service ","-","2020_07_16","Required for General Public"
"919","Kentucky","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_16","Required for General Public"
"920","Louisiana","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_16","Required for General Public"
"921","Maine","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_16","Required for General Public"
"922","Maryland","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity",">10 People Prohibited",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_16","Required for General Public"
"923","Massachusetts","Rolled Back to High Risk Groups","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service","-","2020_07_16","Required for General Public"
"924","Michigan","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","Required for General Public"
"925","Minnesota","Lifted","-","Some Non-Essential Businesses Permitted to Reopen",">10 People Prohibited",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","Required for Certain Employees"
"926","Mississippi","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_16","Required for Certain Employees"
"927","Missouri","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_16","-"
"928","Montana","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","Required for General Public"
"929","Nebraska","-","Rolled Back to International Travel","-","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","Required for Certain Employees"
"930","Nevada","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","Required for General Public"
"931","New Hampshire","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","Required for Certain Employees"
"932","New Jersey","Lifted","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_16","Required for General Public"
"933","New Mexico","Lifted","All Air Travelers","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"New Capacity Limits","-","2020_07_16","Required for Certain Employees"
"934","New York","Rolled Back to High Risk Groups","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_16","Required for General Public"
"935","North Carolina","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity",">10 People Prohibited",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","Required for General Public"
"936","North Dakota","-","All Travelers","All Non-Essential Businesses Permitted to Reopen","-",NA,"Reopened to Dine-in Service","-","2020_07_16","- "
"937","Ohio","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service","Postponed","2020_07_16","Required for Certain Employees"
"938","Oklahoma","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","-"
"939","Oregon","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service","-","2020_07_16","Required for General Public"
"940","Pennsylvania","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"New Capacity Limits","-","2020_07_16","Required for General Public"
"941","Rhode Island","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_16","Required for General Public"
"942","South Carolina","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_16","Allows Local Officals to Require for General Public"
"943","South Dakota","-","-","-","Lifted",NA,"-","-","2020_07_16","-"
"944","Tennessee","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_16","Allows Local Officals to Require for General Public"
"945","Texas","Lifted","Lifted","New Business Closures or Limits","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","Required for General Public"
"946","Utah","Lifted","Lifted","-","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_16","Required for Certain Employees"
"947","Vermont","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_16","Required for Certain Employees"
"948","Virginia","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_16","Required for General Public"
